Product ID,Description,Unit ID,Zone,Aisle ,Rack,Level,ContainerType,Number ofContainers,LoosePieces,On Hand,Marked,Available
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",105731,East , E03 ,11, C3 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",105735,East , E03 ,11, D2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",105734,East , E03 ,11, D3 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",105733,East , E03 ,11, D4 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",106797,East , E03 ,12, B4 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108022,East , E03 ,13, A4 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",105912,East , E03 ,14, C2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107309,East , E03 ,15, C2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107310,East , E03 ,17, C2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",106287,East , E03 ,18, B4 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",105777,East , E03 ,19, B1 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",105776,East , E03 ,19, B2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",105781,East , E03 ,19, D1 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",105780,East , E03 ,19, D2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",105779,East , E03 ,19, D3 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",105778,East , E03 ,19, D4 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",106288,East , E03 ,20, B4 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",106289,East , E03 ,21, B3 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",106290,East , E03 ,21, B4 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",105782,East , E03 ,21, D2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108024,East , E03 ,24, A1 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108299,East , E03 ,25, C2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",104298,East , E03 ,28, A4 ,Carton,0,200,200,0,200
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",105914,East , E03 ,28, B1 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",105913,East , E03 ,28, B2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",105915,East , E03 ,29, B2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108303,East , E03 ,29, D1 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108304,East , E03 ,29, D2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",104302,East , E03 ,30, A3 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108881,East , E03 ,31, C2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108880,East , E03 ,31, C3 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108879,East , E03 ,31, C4 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108023,East , E03 ,39, A4 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",104143,East , E03 ,39, B1 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",104142,East , E03 ,39, B3 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",104299,East , E03 ,40, A4 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108300,East , E03 ,40, C1 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108301,East , E03 ,40, C2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",104141,East , E03 ,40, D1 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",104140,East , E03 ,40, D2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",104139,East , E03 ,40, D3 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108297,East , E03 ,44, B1 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108298,East , E03 ,45, B2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108302,East , E03 ,46, C2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107283,East , E03 ,46, C3 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",104460,East , E04 ,1, A2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107286,East , E04 ,1, C1 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108985,East , E04 ,1, D2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107287,East , E04 ,1, D3 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108984,East , E04 ,3, B1 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108983,East , E04 ,3, D1 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108982,East , E04 ,3, D2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108981,East , E04 ,3, D3 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107048,East , E04 ,5, A3 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",106562,East , E04 ,5, B1 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107049,East , E04 ,6, A4 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",106563,East , E04 ,6, B3 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107050,East , E04 ,8, A1 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107051,East , E04 ,8, A4 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",106589,East , E04 ,8, C3 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",106590,East , E04 ,8, C4 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107560,East , E04 ,9, A3 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",104300,East , E04 ,9, A4 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",106591,East , E04 ,9, C1 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",106592,East , E04 ,9, C2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107052,East , E04 ,10, A1 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107561,East , E04 ,10, A3 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",104461,East , E04 ,11, A2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107923,East , E04 ,13, C4 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107767,East , E04 ,15, C2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",104462,East , E04 ,16, A2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107924,East , E04 ,16, C4 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107925,East , E04 ,17, C4 ,Carton,0,300,300,0,300
WV8840A1057/P, VESTA 2.0 WATER HEATER GAS VALVE ,109008,East , E04 ,19, A1 ,Carton,0,300,300,300,0
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107926,East , E04 ,19, C3 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107927,East , E04 ,20, C4 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",104304,East , E04 ,22, A3 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",104463,East , E04 ,23, A2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107562,East , E04 ,25, A3 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",106558,East , E04 ,26, A4 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107053,East , E04 ,27, A4 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107054,East , E04 ,28, A1 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107055,East , E04 ,28, A3 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",104305,East , E04 ,29, A3 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",106559,East , E04 ,29, A4 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",106560,East , E04 ,31, A3 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",104464,East , E04 ,35, A2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",106561,East , E04 ,36, A3 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",105904,East , E04 ,38, D1 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",105905,East , E04 ,39, C1 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108325,East , E04 ,40, D1 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",104056,East , E04 ,40, D2 ,Carton,0,200,200,200,0
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108324,East , E04 ,40, D3 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",104055,East , E04 ,40, D4 ,Carton,0,200,200,200,0
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",104465,East , E04 ,41, A2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",104053,East , E04 ,41, C2 ,Carton,0,200,200,200,0
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",105906,East , E04 ,41, C3 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",104052,East , E04 ,41, C4 ,Carton,0,200,200,200,0
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",104054,East , E04 ,41, D2 ,Carton,0,200,200,200,0
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108835,East , E05 ,5, C2 ,Carton,0,300,300,0,300
WV8840A1057/P, VESTA 2.0 WATER HEATER GAS VALVE ,108930,East , E05 ,10, D1 ,Carton,0,300,300,300,0
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",109493,East , E05 ,14, D2 ,Carton,0,300,300,0,300
WV8840A1057/P, VESTA 2.0 WATER HEATER GAS VALVE ,108929,East , E05 ,18, C2 ,Carton,0,300,300,300,0
WV8840A1057/P, VESTA 2.0 WATER HEATER GAS VALVE ,108928,East , E05 ,19, C1 ,Carton,0,300,300,300,0
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108330,East , E05 ,26, C1 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108326,East , E05 ,27, B2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108327,East , E05 ,28, B1 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108328,East , E05 ,28, B2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",109486,East , E05 ,31, E2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",109487,East , E05 ,32, E1 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",109488,East , E05 ,33, E2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",109489,East , E05 ,34, E2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108329,East , E05 ,36, B2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",109252,East , E05 ,37, B2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",109490,East , E05 ,37, E2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",109491,East , E05 ,41, E2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",109492,East , E05 ,42, E1 ,Carton,0,300,300,0,300
WV8840A1057/P, VESTA 2.0 WATER HEATER GAS VALVE ,108931,East , E06 ,3, C1 ,Carton,0,300,300,300,0
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108935,East , E06 ,3, C2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108827,East , E06 ,4, E1 ,Carton,0,300,300,0,300
WV8840A1057/P, VESTA 2.0 WATER HEATER GAS VALVE ,108932,East , E06 ,5, C1 ,Carton,0,300,300,300,0
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108828,East , E06 ,9, E2 ,Carton,0,300,300,0,300
WV8840A1057/P, VESTA 2.0 WATER HEATER GAS VALVE ,108933,East , E06 ,14, C1 ,Carton,0,300,300,300,0
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108934,East , E06 ,16, C1 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107546,East , E06 ,16, C2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107547,East , E06 ,18, C1 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107548,East , E06 ,18, C2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107549,East , E06 ,19, C1 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107550,East , E06 ,19, E2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",61722,STG , STG , STG ,96,Carton,0,200,200,0,0
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107304,West ,3,8, B3 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107305,West ,3,14, B1 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107307,West ,4,10, D1 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107306,West ,4,10, D2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107308,West ,4,19, B2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107312,West ,4,23, B2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",109250,West ,4,34, A1 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",109251,West ,4,45, A1 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107311,West ,5,11, D3 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107315,West ,5,15, D2 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107313,West ,6,1, B4 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107288,West ,6,3, B4 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107290,West ,6,3, D4 ,Carton,0,300,300,0,300
WV8840C1406/P," NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",107289,West ,6,5, C3 ,Carton,0,300,300,0,300
